ฝันเห็นกก | การงาน: ไม่ชัดเจน | ความรัก: ฝันเห็นต้นกก ทำนายว่า อาจจะเข้าไปอยู่ในสถานการณ์ที่มีคนทะเลาะเบาะแว้งกัน และจะต้องเป็นคนกลางในการไกล่เกลี่ยความขัดแย้งที่เกิดขึ้น หรืออีกแง่หนึ่งจะได้เป็นคนกลางในการช่วยให้คู่รักที่ทะเลาะกันได้ปรับความเข้าใจกันอีกครั้ง | เลขเด็ด: ไม่ระบุ
ฝันเห็นองครักษ์ | การงาน: ฝันเห็นองครักษ์หรือทหารรักษาพระองค์ ทำนายว่า ผู้ใหญ่จะสนับสนุนการงานธุรกิจ หรือจะได้ข่าวดีจากญาติสนิทมิตรสหายที่อยู่ห่างไกลกัน | ความรัก: ฝันเห็นองครักษ์หรือทหารรักษาพระองค์ ทำนายว่า ผู้ใหญ่จะสนับสนุนการงานธุรกิจ หรือจะได้ข่าวดีจากญาติสนิทมิตรสหายที่อยู่ห่างไกลกัน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอนุสาวรีย์ | การงาน: ฝันเห็นอนุสาวรีย์ หรือรูปปั้น หรือสถานที่ศักดิ์สิทธิ์  ทำนายว่า จะได้รับข่าวดีจากญาติมิตร หรือจะได้เลื่อนตำแหน่งหน้าที่การงาน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 19 , 09 , 109 , 119 , 189
ฝันเห็นอวัยวะเพศ | การงาน: ฝันเห็นอวัยวะเพศหญิง ทำนายว่า จะได้รับเคราะห์หรือโชคร้ายจากการงานในหน้าที่ อาจจะมีผลต่อบุตรหลาน หรือคู่ครอง | ความรัก: ฝันเห็นอวัยวะเพศหญิง ทำนายว่า จะได้รับเคราะห์หรือโชคร้ายจากการงานในหน้าที่ อาจจะมีผลต่อบุตรหลาน หรือคู่ครอง | เลขเด็ด: ไม่ระบุ
ฝันเห็นอสนีบาต | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 90 , 92 , 94 , 190 , 192 , 194
ฝันเห็นอ้อย | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 11 , 12 , 17 , 111 , 112 , 117
ฝันเห็นอาคาร | การงาน: ถ้าฝันว่าเดินเข้าไปในบ้านร้าง ทำนายว่า จะต้องโยกย้ายที่อยู่หรือการงาน | ความรัก: ฝันเห็นบ้านหรือเรือนปรักหักพัง ทำนายว่า จะเสียของรักหรือมีเหตุทะเลาะวิวาทภายในครอบครัว | เลขเด็ด: ไม่ระบุ
ฝันเห็นอาเจียน | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 05 , 06 , 07 , 805 , 806 , 807
ฝันเห็นอาทิตย์ | การงาน: ไม่ชัดเจน | ความรัก: ฝันว่าได้เห็นดวงอาทิตย์เปล่งรัศมีลงมาสู่พื้นดิน แต่ไม่บังเกิดความร้อน ทำนายว่า จะเป็นศุภมิตรอันดีแก่ชีวิต หรือจะได้บุตรเป็นชายมีสง่าน่ารัก | เลขเด็ด: 09 , 08 , 709 , 818 , 910
ฝันเห็นอานม้า | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอาบน้ำ | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 25 , 28 , 29 , 251 , 281 , 291
ฝันเห็นอาวุธ | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอาศรม | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอิฐ | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: 55 , 56 , 06 , 556 , 506 , 509
ฝันเห็นอินทรีย์ | การงาน: ฝันเห็นนกอินทรีย์ หรือนกใหญ่ บินมาโฉบร่างเรา หรือบินอยู่บนท้องฟ้าน่าเกรงกลัว  ทำนายว่า จะได้อำนาจวาสนา หรือได้เลื่อนยศเลื่อนตำแหน่งหน้าที่ | ความรัก: ไม่ชัดเจน | เลขเด็ด: 98 , 99 , 969 , 988 , 908
ฝันเห็นอีกา | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอุจจาระ | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอุบัติเหตุ | การงาน: ไม่ชัดเจน | ความรัก: ไม่ชัดเจน | เลขเด็ด: ไม่ระบุ
ฝันเห็นอุ้มเด็ก | การงาน: ไม่ชัดเจน | ความรัก: ฝันว่าอุ้มเด็ก ทำนายว่า คนโสดจะได้คู่ คนมีคู่จะได้ลูก | เลขเด็ด: 31 , 34 , 33 , 361 , 341 , 331
